,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
125,CNN,Pope Francis said some of the things he's heard targeting Jews and the LGBTQ community remind him of the days of Ad… https://t.co/3bV1mIRFyJ,Sat Nov 16 08:01:07 +0000 2019,0.0,0.0,1.0,0.0
126,CNN,This is the world's largest Starbucks https://t.co/fZqY1X8b4H https://t.co/GPCLleq8qY,Sat Nov 16 07:46:06 +0000 2019,0.0,0.0,1.0,0.0
127,CNN,"Whether or not you can read and write could be a factor in your ability to stave off dementia as you grow older, ac… https://t.co/t4vCRv4udb",Sat Nov 16 07:39:09 +0000 2019,0.3182,0.091,0.909,0.0
128,CNN,"Meet Narwhal, a 10-week-old rescue puppy with a special tail on his forehead that has catapulted him to internet fa… https://t.co/MzaZ3UDDnI",Sat Nov 16 07:31:05 +0000 2019,0.7184,0.261,0.739,0.0
129,CNN,"Gunfire broke out at a high school football game in New Jersey on Friday night, sending terrified fans diving under… https://t.co/Xs4UbOzz2T",Sat Nov 16 07:21:25 +0000 2019,-0.7579,0.052,0.677,0.271
130,CNN,"Automotive company VinFast's first electric scooter, Klara, could create an environmentally friendly option for Han… https://t.co/SRey4VGuwq",Sat Nov 16 07:16:09 +0000 2019,0.6486,0.275,0.725,0.0
131,CNN,"Kateryna Handziuk, who died in 2018 following an acid attack, was brought up today because on April 25 — when Marie… https://t.co/puZ0fct3fE",Sat Nov 16 07:01:04 +0000 2019,-0.7717,0.0,0.739,0.261
132,CNN,An astonishing week closes with a wild new window into President Trump's style | Analysis by CNN's @zbyronwolf… https://t.co/GnFOg32XBh,Sat Nov 16 06:46:07 +0000 2019,0.0,0.0,1.0,0.0
133,CNN,"A blazing meteor lit up the night sky this week in St. Louis, Missouri, and was caught on video by excited resident… https://t.co/QexYZkGFr7",Sat Nov 16 06:31:09 +0000 2019,0.34,0.103,0.897,0.0
134,CNN,"What is, ""We ❤️ you Alex!""

""Jeopardy!"" host Alex Trebek choked up after a contestant used his Final Jeopardy answe… https://t.co/yLE5KhMOMO",Sat Nov 16 06:16:08 +0000 2019,-0.7772,0.0,0.737,0.263
135,CNN,"Nike's new shoe was not created for athletes such as basketball players or tennis players, but for a different crow… https://t.co/CVEvtWJndJ",Sat Nov 16 06:01:02 +0000 2019,-0.0951,0.0,0.933,0.067
136,CNN,More than 13% of Americans — about 34 million people — say a friend or family member recently passed away in the la… https://t.co/iQYFCEHJ2y,Sat Nov 16 05:51:06 +0000 2019,0.4939,0.138,0.862,0.0
137,CNN,"Veneto regional council, which is located on Venice's Grand Canal, was flooded for the first time in its history on… https://t.co/Px3nOdkttA",Sat Nov 16 05:42:29 +0000 2019,0.4588,0.13,0.87,0.0
138,CNN,Sully the service dog wagged into stardom when a picture of him next to former President George H.W. Bush's casket… https://t.co/ndU371nwLY,Sat Nov 16 05:31:03 +0000 2019,0.0,0.0,1.0,0.0
139,CNN,"Exclusive: After private White House meeting, Giuliani associate Lev Parnas said he was on a 'secret mission' for T… https://t.co/BxMSZRtEDA",Sat Nov 16 05:16:04 +0000 2019,0.128,0.077,0.923,0.0
140,BBC News (World),Climate change: Irish Youth Assembly demands action https://t.co/bH1qUt6vSF,Sat Nov 16 08:00:30 +0000 2019,0.0,0.0,1.0,0.0
141,BBC News (World),Impeachment inquiry: Trump 'asked for probe in Ukraine with envoy' https://t.co/bwfxkx4msh,Sat Nov 16 05:48:38 +0000 2019,0.0,0.0,1.0,0.0
142,BBC News (World),Sri Lanka votes for president in shadow of Easter Sunday attack https://t.co/PYBaT7d9We,Sat Nov 16 01:35:56 +0000 2019,-0.4767,0.0,0.78,0.22
143,BBC News (World),In pictures: Havana celebrates 500 years of foundation https://t.co/iKH4TGwDkm,Sat Nov 16 01:29:08 +0000 2019,0.5719,0.316,0.684,0.0
144,BBC News (World),Rodney Reed: Texas court halts execution in high-profile case https://t.co/r1Ee7neyUV,Sat Nov 16 01:03:34 +0000 2019,0.0,0.0,1.0,0.0
145,BBC News (World),Gilets Jaunes: Anger of yellow vests still grips France a year on https://t.co/Bm4n1ypp19,Sat Nov 16 00:17:59 +0000 2019,-0.5719,0.0,0.748,0.252
146,BBC News (World),Velvet Revolution: Prague's ghosts of communism https://t.co/4TXIRm3evX,Sat Nov 16 00:13:25 +0000 2019,0.0,0.0,1.0,0.0
147,BBC News (World),Israel-Gaza: Israel vows to investigate civilian death claims https://t.co/0FxNA1hahz,Fri Nov 15 23:34:15 +0000 2019,-0.5994,0.0,0.672,0.328
148,BBC News (World),Bolivia crisis: Former President Evo Morales dismisses charges threat https://t.co/pP9ykVsEIN,Fri Nov 15 23:11:53 +0000 2019,-0.8625,0.0,0.422,0.578
149,BBC News (World),Iraq protests: Top Shia cleric gives support to protests https://t.co/oD8bZ0nYa5,Fri Nov 15 22:58:13 +0000 2019,0.1779,0.315,0.42,0.266
150,BBC News (World),Inventor of the famed 'Sourtoe Cocktail' has died https://t.co/4u4y2REJlV,Fri Nov 15 22:53:03 +0000 2019,-0.5574,0.0,0.69,0.31
151,BBC News (World),"RT @BBCNewsnight: ""I have no recollection of ever meeting this lady.""

The Duke of York has spoken for the first time about his links to Je…",Fri Nov 15 22:02:36 +0000 2019,-0.296,0.0,0.919,0.081
152,BBC News (World),"RT @BBCNewsnight: ""It was not something that was becoming of a member of the Royal family... I let the side down.""

Prince Andrew speaks ex…",Fri Nov 15 22:02:32 +0000 2019,0.0,0.0,1.0,0.0
153,BBC News (World),"RT @BBCBreaking: Prince Andrew tells BBC he ""let the side down"" by staying at home of convicted US sex offender Jeffrey Epstein https://t.c…",Fri Nov 15 22:01:38 +0000 2019,-0.3612,0.0,0.898,0.102
154,BBC News (World),How Irish hurling came to the US https://t.co/jftjn2A1LQ,Fri Nov 15 21:17:36 +0000 2019,0.0,0.0,1.0,0.0
155,BBC News (World),'One in a million' three antler deer spotted in US https://t.co/c0w639VcBP,Fri Nov 15 20:45:51 +0000 2019,0.0,0.0,1.0,0.0
156,BBC News (World),"RT @awzurcher: Today's public impeachment hearing almost over. The committee members now will head to a closed-door meeting, where they wil…",Fri Nov 15 20:28:46 +0000 2019,0.0,0.0,1.0,0.0
157,BBC News (World),How a Trump tweet shook impeachment hearing https://t.co/WhcfvrS2dq,Fri Nov 15 20:20:24 +0000 2019,-0.1027,0.0,0.811,0.189
158,BBC News (World),@rituprasad92 @LauraTrevelyan @csbuckler Republicans now get their turn to question former Ukraine ambassador Marie… https://t.co/ZgtKBCVDPY,Fri Nov 15 17:33:47 +0000 2019,0.0,0.0,1.0,0.0
159,BBC News (World),"RT @BBCBreaking: Roger Stone, former adviser to President Donald Trump, convicted on charges stemming from Russia inquiry https://t.co/h55R…",Fri Nov 15 16:57:42 +0000 2019,-0.2732,0.0,0.89,0.11
160,CBS News,"A juvenile and an adult male are ""seriously injured"" after being shot at a high school football game in New Jersey… https://t.co/q6bcHzsE8i",Sat Nov 16 04:02:41 +0000 2019,-0.5267,0.0,0.804,0.196
161,CBS News,"This holiday season, shoppers can keep the change and donate to the Salvation Army with Google Pay and Apple Pay… https://t.co/RHsVYHpsGo",Sat Nov 16 03:39:31 +0000 2019,0.3182,0.117,0.823,0.061
162,CBS News,"Elite Marine unit practices day and night to ensure fellow Marines get the ""flawless"" funeral procession they deser… https://t.co/iu0nty4VyG",Sat Nov 16 03:19:37 +0000 2019,0.0258,0.118,0.769,0.113
163,CBS News,"Trump's former campaign adviser, Roger Stone, has been found guilty of lying to Congress, witness tampering and obs… https://t.co/VXTTY4hAHG",Sat Nov 16 02:59:32 +0000 2019,-0.7351,0.0,0.733,0.267
164,CBS News,Boeing and SpaceX face major technical challenges that threaten to delay initial flights of U.S. commercial astrona… https://t.co/cdKjsbDmyq,Sat Nov 16 02:39:39 +0000 2019,-0.5574,0.061,0.708,0.231
165,CBS News,"While farmers anxiously await a formal trade deal, makers of farming equipment are trimming their workforces amid s… https://t.co/dFvGdfhGCk",Sat Nov 16 02:19:44 +0000 2019,-0.128,0.073,0.829,0.098
166,CBS News,Cleveland Brown star Myles Garrett has been suspended indefinitely by the NFL for ripping off Pittsburgh Steelers q… https://t.co/lNb7Yuq3nO,Sat Nov 16 01:59:52 +0000 2019,-0.4767,0.0,0.853,0.147
167,CBS News,"After Thursday's school shooting in Santa Clarita, California, Washington faces renewed questions about national pr… https://t.co/DHAbkoT9Sn",Sat Nov 16 01:39:41 +0000 2019,0.0,0.0,1.0,0.0
168,CBS News,"Nancy Pelosi says  President Trump's ongoing attacks on witnesses in the impeachment probe are ""very significant""… https://t.co/5254OVdItd",Sat Nov 16 01:19:52 +0000 2019,-0.4404,0.0,0.847,0.153
169,CBS News,BREAKING: The shooter who killed two classmates at Saugus High School in California on Thursday has died from his i… https://t.co/1fqXJFcuE8,Sat Nov 16 01:02:57 +0000 2019,-0.8442,0.0,0.701,0.299
170,CBS News,8 striking moments in the 2nd day of public impeachment hearings https://t.co/ccvtjQCQor https://t.co/DcdTivh2yU,Sat Nov 16 00:39:33 +0000 2019,0.0,0.0,1.0,0.0
171,CBS News,Black borrowers are twice as likely to default on their student loans than white borrowers https://t.co/uA8IENHEw1 https://t.co/nN8Pfzv50j,Sat Nov 16 00:19:32 +0000 2019,0.0,0.0,1.0,0.0
172,CBS News,"RT @CBSEveningNews: PROFILES IN SERVICE: Few Marines are tougher, and none  stronger, than the elite unit that shoulders the burden of Amer…",Sat Nov 16 00:06:39 +0000 2019,-0.5242,0.066,0.737,0.197
173,CBS News,"RT @CBSEveningNews: In an exclusive @BBCNewsnight interview, Britain's Prince Andrew denies accusations of having underage sex with one of…",Sat Nov 16 00:06:36 +0000 2019,-0.5574,0.066,0.708,0.226
174,CBS News,"RT @CBSEveningNews: Roger Stone, a longtime ally of Pres. Trump, was found guilty on 7 charges Friday; prosecutors said Stone lied to prote…",Sat Nov 16 00:06:31 +0000 2019,-0.7579,0.0,0.706,0.294
175,CBS News,"RT @CBSEveningNews: NEW: @margbrennan: ""Why do you think [Pres. Trump] was tweeting about [Marie Yovanovitch]?""
@SpeakerPelosi: ""He made a…",Sat Nov 16 00:06:29 +0000 2019,0.0,0.0,1.0,0.0
176,CBS News,"RT @CBSEveningNews: NEW: Source tells @margbrennan that David Holmes' testimony presents not only new problems for @POTUS, but for Amb. Gor…",Sat Nov 16 00:06:27 +0000 2019,0.1603,0.075,0.925,0.0
177,CBS News,RT @CBSEveningNews: MORE: Pres. Trump later dismissed Democrats’ accusations of witness tampering after tweeting during former Amb. Marie Y…,Sat Nov 16 00:06:25 +0000 2019,-0.3182,0.0,0.887,0.113
178,CBS News,"RT @CBSEveningNews: Marie Yovanovitch, a 33-year veteran of foreign service, testified she was the victim of a “smear campaign” waged by “f…",Sat Nov 16 00:06:22 +0000 2019,-0.2732,0.0,0.9,0.1
179,CBS News,"""This is not a time to undercut our diplomats.""

Marie Yovanovitch, the former U.S. ambassador to Ukraine, testifie… https://t.co/NqCMrM5blz",Sat Nov 16 00:00:42 +0000 2019,0.0,0.0,1.0,0.0
180,The New York Times,Astronomers believe that a supermassive black hole in the middle of the Milky Way has thrown a star out of the cent… https://t.co/EWz06egDQl,Sat Nov 16 09:00:54 +0000 2019,0.0,0.0,1.0,0.0
181,The New York Times,"RT @AKurmanaev: Evo’s fall has opened up Bolivia’s old ethnic wounds, which both extremes are now exploiting in their struggle for power. O…",Sat Nov 16 08:30:09 +0000 2019,-0.6369,0.0,0.802,0.198
182,The New York Times,"RT @nytimesworld: A new book explains why there's an entire subculture of Bollywood fans in Peru, all indigenous Peruvians who don’t speak…",Sat Nov 16 08:00:12 +0000 2019,0.0,0.0,1.0,0.0
183,The New York Times,"RT @NYTSports: “As soon as you put the jersey on, nothing underneath it matters,” said Alexander LeFebvre, 25, the goalie for Team Trans. “…",Sat Nov 16 07:30:10 +0000 2019,0.0,0.0,1.0,0.0
184,The New York Times,China’s internet is flowering. And one of its anchors: WeChat. “To spend any amount of time in China today is to un… https://t.co/KeuWkd2W52,Sat Nov 16 07:00:06 +0000 2019,0.0,0.0,1.0,0.0
185,The New York Times,RT @eringriffith: I’ve wanted to write about ⁦@DipseaStories⁩ ever since I first heard of it. Here’s what it’s like to run an erotic podcas…,Sat Nov 16 06:30:07 +0000 2019,0.3612,0.102,0.898,0.0
186,The New York Times,"2 algal species share important genes with all modern land plants, a new analysis finds https://t.co/t3jfX3BjGc",Sat Nov 16 06:00:09 +0000 2019,0.4588,0.25,0.75,0.0
187,The New York Times,The Supreme Court agreed to decide whether Google should have to pay Oracle billions of dollars in a long-running c… https://t.co/sGqutnKy1b,Sat Nov 16 05:40:06 +0000 2019,0.6486,0.237,0.705,0.058
188,The New York Times,"RT @gettinviggy: In a rare public moment of contrition for a member of Britain’s royal family, Prince Andrew said this week that it was wro…",Sat Nov 16 05:20:02 +0000 2019,0.0,0.0,1.0,0.0
189,The New York Times,Keith Haring's 85-foot mural — painted up the stairs of a youth center and brought down decades later — has sold to… https://t.co/L1GkIgVQdv,Sat Nov 16 05:10:04 +0000 2019,0.0,0.0,1.0,0.0
190,The New York Times,"RT @nytimesarts: James Holzhauer beat Emma Boettcher to come out on top in their rematch on the ""Jeopardy!"" stage. https://t.co/8d0mvebxLN",Sat Nov 16 04:50:01 +0000 2019,0.2714,0.099,0.901,0.0
191,The New York Times,A grizzly’s body can slow down for months without damage. Researchers wonder if the ability can be harnessed to aid… https://t.co/vTjjnXycKQ,Sat Nov 16 04:40:05 +0000 2019,0.6031,0.215,0.785,0.0
192,The New York Times,"RT @nytpolitics: Conservative Republicans tend to be more passionate about immigration issues, but Democratic organizers see an opportunity…",Sat Nov 16 04:20:04 +0000 2019,0.3284,0.121,0.879,0.0
193,The New York Times,"A shooting during a high school football game on Friday night in New Jersey seriously injured 2 people, the police… https://t.co/XJA0wLuj8J",Sat Nov 16 04:10:07 +0000 2019,-0.5267,0.0,0.784,0.216
194,The New York Times,"Here is what we know so far about the shooting in Santa Clarita, California
https://t.co/15TCSicEo0",Sat Nov 16 04:00:03 +0000 2019,0.0,0.0,1.0,0.0
195,The New York Times,"9 new books recommended by critics and editors at The New York Times
https://t.co/LI7DlO53Ck",Sat Nov 16 03:40:01 +0000 2019,-0.1027,0.12,0.733,0.147
196,The New York Times,"RT @johnismay: Three judges in Indianapolis tried to visit a strip club, but it had just closed -- at 3 a.m. So they went to the White Cast…",Sat Nov 16 03:20:05 +0000 2019,0.0,0.0,1.0,0.0
197,The New York Times,"Our reporter @andylocal found work on an Amazon website — and made 97 cents an hour. Go inside the weird, wild, low… https://t.co/uqwiRJMR5s",Sat Nov 16 03:00:17 +0000 2019,0.0,0.073,0.855,0.073
198,The New York Times,North Carolina Democrats asked the same 3-judge panel of the state Superior Court to reject a new congressional map… https://t.co/st2marWLuY,Sat Nov 16 02:40:05 +0000 2019,0.2023,0.151,0.733,0.116
199,The New York Times,RT @David_Philipps: Trump just cleared three members of the military in war crimes cases. The moves show he intends to use his power as the…,Sat Nov 16 02:20:02 +0000 2019,-0.5423,0.049,0.813,0.138
200,Fox News,"Las Vegas shooting survivors were inside Thousand Oaks bar, friends say https://t.co/nW9TLTON9n",Thu Nov 08 10:30:40 +0000 2018,0.4767,0.22,0.78,0.0
201,Fox News,"UPDATE: At least 11 wounded in shooting at California bar, gunman dead, police say https://t.co/awRowfbeRy",Thu Nov 08 10:24:08 +0000 2018,-0.6486,0.0,0.765,0.235
202,Fox News,Authorities confirm gunman is dead @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/a2EIH1EWmA,Thu Nov 08 10:16:43 +0000 2018,-0.6486,0.0,0.619,0.381
203,Fox News,Ventura County Sheriff’s Office Captain Garo Kuredjian: “I don’t know what the condition of any of the victims are… https://t.co/96mT27WHZv,Thu Nov 08 10:10:46 +0000 2018,-0.3182,0.0,0.892,0.108
204,Fox News,"At least 11 shot, including sheriff’s deputy — Jonathan Hunt has the latest from the scene of the California shooti… https://t.co/sLzLyMsrn5",Thu Nov 08 10:03:44 +0000 2018,0.0,0.0,1.0,0.0
205,Fox News,Witnesses describe chaotic scene during Thousand Oaks shooting https://t.co/qE8RqKGjz3,Thu Nov 08 09:54:50 +0000 2018,-0.4939,0.0,0.714,0.286
206,Fox News,UPDATE: At least 11 people hurt in California shooting @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/RGWIkaxF4f,Thu Nov 08 09:46:19 +0000 2018,-0.5267,0.0,0.764,0.236
207,Fox News,"Daniel Hoffman on California shooting: “This still an active shooter scene, and the focus is on dealing with that a… https://t.co/PiwHhe5HuX",Thu Nov 08 09:40:57 +0000 2018,0.4019,0.119,0.881,0.0
208,Fox News,"Former Las Vegas Metro Police Lt. Randy Sutton: “Those who respond to this show incredible bravery, because they ar… https://t.co/idcJJuVRMP",Thu Nov 08 09:31:36 +0000 2018,0.4939,0.144,0.856,0.0
209,Fox News,"Authorities deliver a briefing on a shooting in Thousand Oaks, California. (Courtesy: KCBS) https://t.co/5VGZz3rDIL",Thu Nov 08 09:25:02 +0000 2018,0.0,0.0,1.0,0.0
210,Fox News,"Mass shooting at California bar, @HeatherChilders &amp; @JackieibanezFNC have the latest @FoxFriendsFirst… https://t.co/8c8H5LUFCu",Thu Nov 08 09:18:00 +0000 2018,0.0,0.0,1.0,0.0
211,Fox News,Tesla names Robyn Denholm as Chairman to replace Elon Musk (via @FoxBusiness) https://t.co/SKjBXxUdOD,Thu Nov 08 09:10:00 +0000 2018,0.0,0.0,1.0,0.0
212,Fox News,@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankl… https://t.co/3eA2dn4vQh,Thu Nov 08 09:01:00 +0000 2018,0.2006,0.126,0.783,0.091
213,Fox News,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission… https://t.co/LSvnOqZMsq",Thu Nov 08 09:00:00 +0000 2018,-0.4404,0.0,0.782,0.218
214,Fox News,"Wife's dying wish was for him to clean up bloody crime scene, suspect claims: reports https://t.co/7Wxd39jDEB",Thu Nov 08 08:51:00 +0000 2018,-0.4939,0.216,0.44,0.344
215,Fox News,DEVELOPING: Massive police response after reports of shooting at California nightclub https://t.co/awRowfsPJ6,Thu Nov 08 08:41:00 +0000 2018,0.0,0.0,1.0,0.0
216,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/XxmktKMZ7F",Thu Nov 08 08:31:00 +0000 2018,0.4939,0.158,0.842,0.0
217,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/lt485btkXG",Thu Nov 08 08:21:00 +0000 2018,0.5106,0.155,0.845,0.0
218,Fox News,Dem @GavinNewsom's wild victory party in LA features controversial rapper @common https://t.co/V9SSpxOUH7,Thu Nov 08 08:06:00 +0000 2018,0.2263,0.186,0.69,0.124
219,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/MRia8l8dOM",Thu Nov 08 08:01:00 +0000 2018,0.7096,0.296,0.704,0.0
220,CNN,"""When I think of the messages I cry."" These are the text messages one mom received from her daughter during the Sau… https://t.co/f4l4msOpWU",Sat Nov 16 05:01:04 +0000 2019,0.0,0.0,1.0,0.0
221,CNN,"When this Tennessee woman was sworn in as a lawyer, the officiating judge held her 1-year-old son on his hip so the… https://t.co/l8RbgZAVl7",Sat Nov 16 04:57:06 +0000 2019,0.0,0.0,1.0,0.0
222,CNN,"A watch by Swiss luxury brand Patek Philippe has sold for over $31 million, the highest price ever paid for a timep… https://t.co/hDESho1bbS",Sat Nov 16 04:48:48 +0000 2019,0.0,0.0,1.0,0.0
223,CNN,"""Why would the President heedlessly insert himself into the Yovanovitch hearing? The best answer, it seems, is that… https://t.co/mqeZlyCELz",Sat Nov 16 04:46:05 +0000 2019,0.6369,0.189,0.811,0.0
224,CNN,An Oklahoma judge has reduced a financial penalty Johnson &amp; Johnson must pay for its role in the opioid crisis from… https://t.co/p2zOGyiWxJ,Sat Nov 16 04:38:24 +0000 2019,-0.8176,0.0,0.679,0.321
225,CNN,"You can get paid $1,000 to binge watch 24 Hallmark Christmas movies in 12 days https://t.co/RzwPswJC1r https://t.co/ZiGZEl2DWB",Sat Nov 16 04:37:57 +0000 2019,0.0,0.0,1.0,0.0
226,CNN,This is the world's largest Starbucks https://t.co/8Tl2b8d31S https://t.co/nOCRd2O2Ex,Sat Nov 16 04:35:05 +0000 2019,0.0,0.0,1.0,0.0
227,CNN,The public battle between Taylor Swift and music manager Scooter Braun continues to escalate https://t.co/E8aBfVWqcU,Sat Nov 16 04:31:01 +0000 2019,-0.2023,0.103,0.747,0.149
228,CNN,This 9-year-old boy is about to graduate from college https://t.co/RVMs9zPzlN https://t.co/9mn5DOYdfe,Sat Nov 16 04:29:55 +0000 2019,0.0,0.0,1.0,0.0
229,CNN,Drone video captured the moment a giant whale swam through a group of surfers off the Southern California coast… https://t.co/6T5rckspSr,Sat Nov 16 04:18:52 +0000 2019,0.0,0.0,1.0,0.0
230,CNN,"Here's what it's like to fly on the world's longest passenger flight, from London to Sydney in 19 hours and 19 minu… https://t.co/XOJrBK41Wn",Sat Nov 16 04:16:42 +0000 2019,0.3612,0.102,0.898,0.0
231,CNN,"James Holzhauer took home $250K as the winner of the ""Jeopardy!"" Tournament of Champions against Emma Boettcher, wh… https://t.co/pqr3qiYSrb",Sat Nov 16 04:16:04 +0000 2019,0.8172,0.306,0.694,0.0
232,CNN,This family lives in a glass house — literally https://t.co/xOZNUarcNw https://t.co/u3Ba6rOw8b,Sat Nov 16 04:15:08 +0000 2019,0.0,0.0,1.0,0.0
233,CNN,The Hong Kong protests began in June with one main objective — for the government to withdraw a controversial bill… https://t.co/dKUJpdeXAP,Sat Nov 16 04:01:08 +0000 2019,-0.4019,0.0,0.821,0.179
234,CNN,".@ChrisCuomo: One week of public impeachment hearings yield one step forward, two steps backward, for President Tru… https://t.co/q7C0wdX0AK",Sat Nov 16 03:58:29 +0000 2019,0.0,0.0,1.0,0.0
235,CNN,"Choir teacher Kaitlin Holt used a gunshot kit to tend to a wounded girl, corralled students into her office and blo… https://t.co/wwrNvcI3WB",Sat Nov 16 03:53:48 +0000 2019,0.0,0.0,1.0,0.0
236,CNN,"""Having established a reputation for shadiness, it became difficult for [Roger] Stone to convince a jury that he wa… https://t.co/ZvyuXhG91a",Sat Nov 16 03:46:02 +0000 2019,-0.128,0.098,0.78,0.122
237,CNN,At least two people were transported to the hospital Friday evening after a shooting took place during a high schoo… https://t.co/heEmWOeGP0,Sat Nov 16 03:43:42 +0000 2019,0.0,0.0,1.0,0.0
238,CNN,.@donlemon: Here's the message for members of team Trump: The only thing to do now is to tell the truth. #DonsTake… https://t.co/1gqQHQz9n7,Sat Nov 16 03:36:38 +0000 2019,0.3182,0.099,0.901,0.0
239,CNN,A private group backing President Trump's border wall has kicked off a new project on the US-Mexico border in an at… https://t.co/fluRNUNEQr,Sat Nov 16 03:31:03 +0000 2019,0.0258,0.055,0.945,0.0
240,BBC News (World),President Trump tweets furious attack on envoy during #ImpeachmentHearing https://t.co/KRUbUHBcHV,Fri Nov 15 16:44:49 +0000 2019,-0.7783,0.0,0.541,0.459
241,BBC News (World),"Apple removes vaping apps from app store 

https://t.co/Mt8aza6zDz",Fri Nov 15 16:19:00 +0000 2019,0.0,0.0,1.0,0.0
242,BBC News (World),Archbishop Thabo Makgoba hit in South Africa church refuge scuffle https://t.co/5DEqQireyA,Fri Nov 15 16:18:45 +0000 2019,0.0,0.0,1.0,0.0
243,BBC News (World),@rituprasad92 @LauraTrevelyan @csbuckler Ex-US ambassador Marie Yovanovitch talks about how important the US relati… https://t.co/tEoWmbIzYG,Fri Nov 15 15:37:50 +0000 2019,0.2023,0.114,0.886,0.0
244,BBC News (World),"""It's very intimidating"" - Marie Yovanovitch reacts to President Trump's tweets ""in real time"" reacting to her… https://t.co/O9vmZ7pNyF",Fri Nov 15 15:37:29 +0000 2019,-0.4927,0.0,0.834,0.166
245,BBC News (World),"Marie Yovanovitch says people who ""felt stymied"" by anti-corruption policy in Ukraine were able to ""conduct a campa… https://t.co/45DLtyWWxv",Fri Nov 15 15:28:42 +0000 2019,0.0,0.0,1.0,0.0
246,BBC News (World),"""It was a terrible moment... the colour drained from my face"" - Marie Yovanovitch was ""shocked, appalled, devastate… https://t.co/6zQRmrKUob",Fri Nov 15 15:22:31 +0000 2019,-0.8225,0.0,0.619,0.381
247,BBC News (World),"""It's been a big hit for morale"" - ex-US ambassador to Ukraine Marie Yovanovitch says it's a ""fair statement"" to sa… https://t.co/haiLSviMu1",Fri Nov 15 15:10:56 +0000 2019,0.3182,0.113,0.887,0.0
248,BBC News (World),"Marie Yovanovitch denies ""unsourced allegations"" she told staff to ignore orders from Trump as he ""was going to be… https://t.co/HSHkcPonmh",Fri Nov 15 15:08:14 +0000 2019,-0.6486,0.0,0.773,0.227
249,BBC News (World),Kenya Airways stowaway: Mystery of the man who fell from the sky https://t.co/JDcK4Fo2dR,Fri Nov 15 14:54:58 +0000 2019,0.0,0.0,1.0,0.0
